epoch,train_loss,val_loss,dice_wt,dice_tc,dice_et,dice_total,precision_wt,precision_tc,precision_et,precision_total,recall_wt,recall_tc,recall_et,recall_total,f1_wt,f1_tc,f1_et,f1_total,specificity_wt,specificity_tc,specificity_et,train_accuracy,boundary_dice_wt,boundary_dice_tc,boundary_dice_et,Val_Accuracy
80,0.15884932,0.434747951,0.351695033,0.453371191,0.383532197,0.396199474,0.279852804,0.35537739,0.278598626,0.304609607,0.473162678,0.625983466,0.615273715,0.571473286,0.351695033,0.453371191,0.383532197,0.396199474,0.996662524,0.992388141,0.99692806,0.998059976,0.167094915,0.112479921,0.146260775,0.9954
81,0.158848893,0.442447611,0.318257829,0.414184893,0.251302015,0.327914912,0.220764651,0.372222076,0.150837573,0.247941433,0.569962192,0.466811322,0.752500099,0.596424537,0.318257829,0.414184893,0.251302015,0.327914912,0.994485563,0.994722146,0.991831653,0.998071382,0.144229527,0.106006375,0.128520825,0.9954
82,0.158847931,0.434795804,0.353109719,0.431191558,0.324513421,0.369604899,0.296866143,0.332421879,0.214611833,0.281299951,0.435646256,0.613465261,0.665115631,0.571409049,0.353109719,0.431191558,0.324513421,0.369604899,0.997171688,0.991741245,0.995306744,0.998085967,0.176625028,0.1341928,0.159124515,0.9954
83,0.158847449,0.42963822,0.361246626,0.440082908,0.362981059,0.388103531,0.279092019,0.361745747,0.252556574,0.297798113,0.511944629,0.561726526,0.644986313,0.572885823,0.361246626,0.440082908,0.362981059,0.388103531,0.996375305,0.993356035,0.996319418,0.998088507,0.163032913,0.119341896,0.13496925,0.9954
84,0.15884659,0.451686729,0.252678119,0.308182697,0.191810225,0.250890347,0.162355924,0.215252403,0.109892971,0.162500433,0.569508053,0.542314601,0.753460427,0.621761027,0.252678119,0.308182697,0.191810225,0.250890347,0.991946081,0.986746048,0.988232637,0.998099782,0.118531825,0.097292439,0.086215293,0.9954
85,0.158846027,0.448411748,0.335875236,0.395656202,0.265465645,0.332332361,0.258664617,0.310674659,0.163605284,0.244314853,0.478793748,0.544634935,0.703403287,0.575610657,0.335875236,0.395656202,0.265465645,0.332332361,0.996238663,0.991899049,0.993066305,0.998136008,0.10115025,0.094608934,0.083271499,0.9954
86,0.158844478,0.463977945,0.204442596,0.29482709,0.127995545,0.20908841,0.122730263,0.219762714,0.069600345,0.137364441,0.611715255,0.447772949,0.795039514,0.618175906,0.204442596,0.29482709,0.127995545,0.20908841,0.988014758,0.989342811,0.97950758,0.99810664,0.145125955,0.112784076,0.171330239,0.9954
87,0.158844583,0.445993018,0.280518499,0.347778733,0.250546694,0.292947975,0.183354944,0.26133021,0.151111203,0.198598786,0.596747015,0.519694717,0.732653909,0.616365214,0.280518499,0.347778733,0.250546694,0.292947975,0.992714708,0.99015261,0.992064041,0.998065901,0.161129001,0.1092809,0.207461191,0.9954
88,0.158843992,0.443636347,0.296192237,0.34714889,0.232536833,0.29195932,0.202558944,0.253870664,0.137640922,0.19802351,0.550801274,0.548786236,0.748779431,0.616122313,0.296192237,0.34714889,0.232536833,0.29195932,0.994056283,0.989187729,0.990954328,0.998042866,0.213807925,0.163589644,0.252713546,0.9954
89,0.158843192,0.439999837,0.336089731,0.391552546,0.30215999,0.343267422,0.243155311,0.303191768,0.193982634,0.246776571,0.544012234,0.552599552,0.683102396,0.593238061,0.336089731,0.391552546,0.30215999,0.343267422,0.995358614,0.991486297,0.994527148,0.998175871,0.195960752,0.163035125,0.183389771,0.9954
90,0.158842691,0.459402873,0.275328272,0.337483033,0.224874024,0.279228443,0.182548493,0.246751287,0.133244869,0.187514883,0.559891741,0.533743225,0.719999879,0.604544948,0.275328272,0.337483033,0.224874024,0.279228443,0.993127673,0.989077465,0.990969231,0.998187508,0.147022363,0.131343575,0.154365149,0.9954
91,0.15884208,0.463348484,0.212390442,0.288903735,0.135730093,0.212341423,0.13008723,0.202294408,0.074321892,0.135567843,0.578211818,0.50519574,0.781164459,0.621524006,0.212390442,0.288903735,0.135730093,0.212341423,0.989401509,0.98664541,0.981240032,0.99821234,0.14032236,0.133843877,0.13501052,0.9954
92,0.158841386,0.458781849,0.21710647,0.265644047,0.175577554,0.21944269,0.132872283,0.171827945,0.099494184,0.134731471,0.593103657,0.585104377,0.746191272,0.641466435,0.21710647,0.265644047,0.175577554,0.21944269,0.989390491,0.981095194,0.98697777,0.99821348,0.149850339,0.140968888,0.117314644,0.9954
93,0.158840649,0.445555552,0.314118076,0.389525178,0.257269221,0.320304158,0.217947986,0.326979196,0.155816343,0.233581175,0.562182497,0.481658971,0.737384013,0.593741827,0.314118076,0.389525178,0.257269221,0.320304158,0.994470624,0.993354003,0.992296927,0.998192394,0.214669622,0.201589733,0.22757126,0.9954
94,0.158839947,0.424866172,0.360981888,0.451539455,0.374216555,0.395579299,0.275475223,0.37431536,0.263726669,0.304505751,0.523463289,0.568909872,0.644041748,0.57880497,0.360981888,0.451539455,0.374216555,0.395579299,0.996226252,0.993625099,0.996533067,0.998245901,0.155390307,0.133224124,0.184407819,0.9954
95,0.158839778,0.445174786,0.281906459,0.321039327,0.256724336,0.286556708,0.183537008,0.230309888,0.155950838,0.189932578,0.607511479,0.529719829,0.725594522,0.620941943,0.281906459,0.321039327,0.256724336,0.286556708,0.9925923,0.988132434,0.992427829,0.998220474,0.11688748,0.114100253,0.10340511,0.9954
96,0.158838795,0.425903566,0.369178831,0.44830529,0.337058603,0.384847574,0.290309617,0.37172322,0.223318777,0.295117204,0.506885928,0.564629791,0.686915823,0.586143847,0.369178831,0.44830529,0.337058603,0.384847574,0.996603483,0.993602545,0.995393538,0.998235035,0.13971953,0.10724398,0.129074695,0.9954
97,0.15883799,0.434288503,0.340130275,0.36062987,0.326273209,0.342344451,0.252434418,0.255640504,0.21717753,0.241750817,0.52119302,0.611954232,0.65560692,0.596251391,0.340130275,0.36062987,0.326273209,0.342344451,0.99576927,0.988055056,0.995443427,0.998275596,0.208662942,0.157691209,0.250954588,0.9954
98,0.158837759,0.446504861,0.305182368,0.407929687,0.24226969,0.318460582,0.211353554,0.349820553,0.144931209,0.235368439,0.548832342,0.489189588,0.737768994,0.591930308,0.305182368,0.407929687,0.24226969,0.318460582,0.994386567,0.993904951,0.991607218,0.99826041,0.148394873,0.141925886,0.171442627,0.9954
99,0.158837298,0.432223898,0.361707926,0.466616374,0.323941018,0.384088439,0.278416804,0.416037192,0.212875994,0.30244333,0.516106149,0.531195816,0.677326478,0.574876148,0.361707926,0.466616374,0.323941018,0.384088439,0.996333548,0.995001729,0.995170959,0.998218392,0.099415698,0.10149986,0.102448358,0.9954
100,0.158836141,0.432331382,0.350088329,0.403844152,0.32235198,0.358761487,0.263320568,0.311348932,0.211971489,0.262213663,0.522140993,0.574522792,0.672593343,0.589752376,0.350088329,0.403844152,0.32235198,0.358761487,0.995995968,0.991481341,0.995178708,0.998148509,0.127548671,0.130821701,0.120329599,0.9954
101,0.158835269,0.453578939,0.28381381,0.363757174,0.177682075,0.275084353,0.19158134,0.302362691,0.100162806,0.198035612,0.547297914,0.456436137,0.785969741,0.596567931,0.28381381,0.363757174,0.177682075,0.275084353,0.99366972,0.99294018,0.98638525,0.9982632,0.073260247,0.067797779,0.07501871,0.9954
102,0.158834982,0.444111661,0.326454859,0.374019216,0.251850115,0.317441397,0.238664417,0.275638477,0.152155475,0.22215279,0.516412181,0.581605567,0.730456793,0.609491513,0.326454859,0.374019216,0.251850115,0.317441397,0.995484551,0.989753956,0.992151809,0.998335636,0.137562007,0.123749761,0.105166895,0.9954
103,0.158834496,0.430294565,0.349119699,0.450002025,0.326887864,0.375336529,0.252561725,0.405034578,0.213297729,0.290298011,0.565206108,0.506201107,0.699289151,0.590232122,0.349119699,0.450002025,0.326887864,0.375336529,0.995415092,0.995015348,0.995026898,0.998366819,0.183507815,0.184487012,0.211593879,0.9954
104,0.158833603,0.429003442,0.372577431,0.535860972,0.410774616,0.439737673,0.293091711,0.594274639,0.303058077,0.396808142,0.511218604,0.487903005,0.637286707,0.545469439,0.372577431,0.535860972,0.410774616,0.439737673,0.996620268,0.997766991,0.997174131,0.998360278,0.159490428,0.134076504,0.165812093,0.9954
105,0.158832879,0.430968637,0.338187746,0.413833385,0.327816504,0.359945878,0.239859394,0.344747731,0.215232761,0.266613295,0.573142874,0.517547143,0.687360217,0.592683411,0.338187746,0.413833385,0.327816504,0.359945878,0.995021298,0.993405693,0.995167596,0.998140274,0.173055127,0.153482833,0.226570461,0.9954
106,0.158832508,0.423877276,0.372297143,0.474125267,0.374668403,0.407030271,0.313585125,0.397271623,0.261545696,0.324134148,0.458058709,0.587846272,0.66022729,0.568710757,0.372297143,0.474125267,0.374668403,0.407030271,0.997251673,0.994021256,0.996405687,0.998348661,0.180530146,0.143067247,0.171800873,0.9954
107,0.1588321,0.448734193,0.251654322,0.30807304,0.206879156,0.255535506,0.159122854,0.218578027,0.119784264,0.165828382,0.601338345,0.521664277,0.758071097,0.627024573,0.251654322,0.30807304,0.206879156,0.255535506,0.991289664,0.987497919,0.989258976,0.998378952,0.122326197,0.10623816,0.108778694,0.9954
108,0.158831056,0.450448921,0.243053187,0.301371945,0.191908984,0.245444705,0.153683459,0.207743031,0.10979464,0.15707371,0.580797509,0.548643087,0.761212173,0.63021759,0.243053187,0.301371945,0.191908984,0.245444705,0.991233092,0.985973748,0.988099611,0.998406809,0.187511458,0.168056118,0.200605869,0.9954
109,0.158830473,0.447205407,0.295866813,0.383497046,0.267617514,0.315660458,0.198659376,0.312144123,0.16437434,0.22505928,0.579355276,0.49713756,0.719591254,0.598694697,0.295866813,0.383497046,0.267617514,0.315660458,0.993594263,0.992656029,0.992946413,0.998397165,0.170821071,0.143971276,0.178529508,0.9954
110,0.158829992,0.443507755,0.290726055,0.323526333,0.262793418,0.292348602,0.195380727,0.223678166,0.160999299,0.193352731,0.567821677,0.58439617,0.714625917,0.622281255,0.290726055,0.323526333,0.262793418,0.292348602,0.993590315,0.98640317,0.992819355,0.99842055,0.152764418,0.132832905,0.163431922,0.9954
111,0.158829254,0.454767752,0.24137456,0.301581732,0.188658934,0.243871742,0.152923763,0.207451203,0.107786875,0.156053947,0.572517579,0.552092488,0.755530227,0.626713431,0.24137456,0.301581732,0.188658934,0.243871742,0.991307347,0.985860502,0.987941287,0.99841854,0.158671555,0.124092253,0.130035829,0.9954
112,0.15882819,0.441799559,0.33591312,0.419296573,0.293886479,0.349698724,0.247272987,0.350850115,0.186886864,0.261669989,0.523613104,0.520921903,0.687512997,0.577349335,0.33591312,0.419296573,0.293886479,0.349698724,0.995630947,0.993538876,0.994232342,0.998411748,0.174207755,0.138838741,0.184948229,0.9954
113,0.15882801,0.435715899,0.352198446,0.396269791,0.289971136,0.346146458,0.274804423,0.298827981,0.182007217,0.251879874,0.490276555,0.588007116,0.712783468,0.59702238,0.352198446,0.396269791,0.289971136,0.346146458,0.996453593,0.990750931,0.993823181,0.998435129,0.185904053,0.146923396,0.230245708,0.9954
114,0.158826457,0.440721414,0.291768967,0.310159499,0.261741334,0.287889933,0.195622513,0.211169413,0.159938902,0.188910276,0.57377201,0.583852662,0.720075056,0.625899909,0.291768967,0.310159499,0.261741334,0.287889933,0.993533095,0.985379302,0.992707425,0.998428494,0.169939558,0.150532637,0.177040058,0.9954
115,0.158826455,0.447564269,0.271005156,0.332025822,0.236071501,0.279700827,0.175023201,0.244791472,0.14028475,0.186699808,0.600094157,0.515857923,0.744240907,0.620064329,0.271005156,0.332025822,0.236071501,0.279700827,0.99224679,0.989331268,0.991205643,0.998434716,0.150068165,0.131883447,0.137307223,0.9954
116,0.158826048,0.459542199,0.199154565,0.293894616,0.1608395,0.217962894,0.118403144,0.211497166,0.089867489,0.1399226,0.626280148,0.481471845,0.764957698,0.624236563,0.199154565,0.293894616,0.1608395,0.217962894,0.987218216,0.987966784,0.985062228,0.998440802,0.218579555,0.194867397,0.227657783,0.9954
117,0.15882458,0.454825701,0.277639946,0.353217223,0.196163285,0.275673484,0.185482916,0.276713023,0.112602941,0.191599627,0.5518026,0.488189302,0.760557403,0.600183102,0.277639946,0.353217223,0.196163285,0.275673484,0.993358043,0.99144576,0.98844296,0.998463093,0.153264585,0.104240016,0.099844932,0.9954
118,0.158824431,0.428700822,0.36016277,0.452789794,0.363586336,0.392179633,0.279637558,0.373440501,0.253278959,0.302119006,0.505820152,0.574957844,0.644105406,0.574961134,0.36016277,0.452789794,0.363586336,0.392179633,0.99642836,0.993533206,0.99633847,0.998450838,0.138492774,0.105936821,0.131762225,0.9954
119,0.15882402,0.442287202,0.331872733,0.39267317,0.279977626,0.334841176,0.244112013,0.305866132,0.175101673,0.241693272,0.51815447,0.548278646,0.698099652,0.58817759,0.331872733,0.39267317,0.279977626,0.334841176,0.995602118,0.991658862,0.993658764,0.998438517,0.072182937,0.105358438,0.079526099,0.9954
120,0.158823285,0.433167147,0.352007828,0.474661492,0.324362044,0.383677121,0.251793381,0.479295927,0.209825693,0.313638333,0.58473324,0.470115822,0.714240331,0.589696464,0.352007828,0.474661492,0.324362044,0.383677121,0.995237324,0.996576233,0.994813732,0.998429459,0.131411579,0.132098422,0.209818752,0.9954
121,0.158823164,0.433315068,0.324265662,0.343447792,0.33141006,0.333041171,0.224327449,0.244616942,0.21975824,0.229567543,0.584790861,0.576276841,0.673688869,0.611585524,0.324265662,0.343447792,0.33141006,0.333041171,0.994457412,0.988070452,0.995387995,0.998453804,0.160475655,0.148493565,0.211148409,0.9954
122,0.158821961,0.438161129,0.349865621,0.46647145,0.38039303,0.398910033,0.281294142,0.383063266,0.278016796,0.314124734,0.462645344,0.596312521,0.602114057,0.553690641,0.349865621,0.46647145,0.38039303,0.398910033,0.996759928,0.993561923,0.996985042,0.998490838,0.093096563,0.058076118,0.068099623,0.9954
123,0.158820781,0.455423606,0.219101307,0.295890268,0.148061803,0.221017793,0.133843453,0.211702992,0.081652986,0.14239981,0.60357959,0.49124027,0.793069748,0.629296536,0.219101307,0.295890268,0.148061803,0.221017793,0.989293443,0.987737784,0.982801423,0.998507751,0.215992532,0.169243232,0.223115423,0.9954
124,0.158820596,0.446053612,0.298154177,0.314063028,0.287545546,0.299920917,0.203726371,0.211565349,0.182694913,0.199328878,0.555742599,0.609207607,0.67484866,0.613266289,0.298154177,0.314063028,0.287545546,0.299920917,0.994046055,0.984780563,0.994178827,0.998486365,0.162229763,0.12395396,0.163850735,0.9954
125,0.158819867,0.453942331,0.272420248,0.340557595,0.218963304,0.277313716,0.179929022,0.253464443,0.128556906,0.18731679,0.560584901,0.518834952,0.737847202,0.605755685,0.272420248,0.340557595,0.218963304,0.277313716,0.992996621,0.989755877,0.990356017,0.998510479,0.1673818,0.169816971,0.173887927,0.9954
126,0.158819462,0.463968123,0.224111074,0.304536003,0.128977406,0.219208161,0.13925837,0.226327995,0.070171347,0.145252571,0.573641402,0.465332356,0.796330259,0.611768006,0.224111074,0.304536003,0.128977412,0.219208163,0.990281304,0.989336643,0.979653828,0.99851548,0.176510907,0.159809889,0.150608894,0.9954
127,0.158818927,0.449908949,0.28995201,0.367718669,0.210496888,0.289389189,0.197336789,0.288984005,0.122159117,0.202826637,0.546384087,0.505422815,0.760292464,0.604033122,0.28995201,0.367718669,0.210496888,0.289389189,0.993908288,0.991663716,0.989465426,0.998497834,0.155095157,0.128933784,0.177158067,0.9954
128,0.158817674,0.434144994,0.364055177,0.457526767,0.311887006,0.377822984,0.284912553,0.399582906,0.201176789,0.295224083,0.504077009,0.535125823,0.693564766,0.577589199,0.364055177,0.457526767,0.311887006,0.377822984,0.996532149,0.994609685,0.994689857,0.998538434,0.140525932,0.14543721,0.146226012,0.9954
129,0.158817384,0.427966063,0.35443766,0.410640857,0.343990306,0.369689608,0.268769063,0.312262695,0.229619657,0.270217138,0.520271084,0.599518903,0.685358926,0.601716304,0.35443766,0.410640857,0.343990306,0.369689608,0.996120096,0.991148488,0.995566358,0.998547401,0.103779666,0.123947927,0.098509377,0.9954
130,0.158817243,0.426203558,0.359306746,0.436148101,0.338526079,0.377993642,0.272049765,0.352448982,0.224665749,0.283054832,0.528967166,0.571981516,0.686385338,0.595778007,0.359306746,0.436148101,0.338526079,0.377993642,0.996120301,0.992955149,0.995432627,0.998535175,0.11921318,0.116873967,0.093504163,0.9954
131,0.158816514,0.435148183,0.397135604,0.551123048,0.451449474,0.466569375,0.398985726,0.550182411,0.370206351,0.439791496,0.395302562,0.552066907,0.578376232,0.5085819,0.397135604,0.551123048,0.451449474,0.466569375,0.998367801,0.996974246,0.998102808,0.998532794,0.13512236,0.127755969,0.183740739,0.9954
132,0.158815984,0.430616633,0.35707203,0.441901931,0.315559727,0.371511229,0.259421376,0.390128996,0.20182244,0.283790937,0.572613614,0.509518748,0.723016669,0.601716344,0.35707203,0.441901931,0.315559727,0.371511229,0.995519329,0.994660482,0.994486533,0.998547326,0.109937132,0.114366075,0.098863116,0.9954
133,0.158814565,0.450445319,0.262007104,0.310541921,0.219297615,0.26394888,0.168848223,0.219338641,0.128711977,0.172299614,0.584486964,0.531577252,0.740334114,0.618799443,0.262007104,0.310541921,0.219297615,0.26394888,0.992113675,0.987316882,0.99033689,0.998488577,0.188629089,0.102171671,0.2268109,0.9954
134,0.158813893,0.455724405,0.27339452,0.317476522,0.246325882,0.279065641,0.18207282,0.216188138,0.149555227,0.182605395,0.548507956,0.597343819,0.697918378,0.614590051,0.27339452,0.317476522,0.246325882,0.279065641,0.993245885,0.985481677,0.992347637,0.998433892,0.150390133,0.128583565,0.170928621,0.9954
135,0.158813342,0.423110839,0.359864091,0.458462352,0.413599609,0.410642017,0.292454542,0.366891083,0.309869365,0.323071663,0.467657094,0.610946762,0.621725015,0.56677629,0.359864091,0.458462352,0.413599609,0.410642017,0.99689873,0.992932648,0.997330085,0.998545607,0.144065565,0.128839739,0.121463995,0.9954
136,0.158812375,0.428900138,0.360335795,0.477750283,0.383476588,0.407187555,0.282632073,0.407300995,0.274879374,0.321604147,0.496966145,0.577667149,0.633921312,0.569518202,0.360335795,0.477750283,0.383476588,0.407187555,0.996542491,0.994364811,0.996775593,0.998594626,0.189302552,0.13739762,0.161559836,0.9954
137,0.158811506,0.431504126,0.364966057,0.531454049,0.403438931,0.433286346,0.30793495,0.514276499,0.298992373,0.373734608,0.447923807,0.549818761,0.620034739,0.539259102,0.364966057,0.531454049,0.403438931,0.433286346,0.997240642,0.996518839,0.997196987,0.998595183,0.212014225,0.16509609,0.211194522,0.9954
138,0.158811684,0.433738432,0.371612238,0.49832848,0.320996714,0.396979144,0.30503437,0.473771271,0.20938857,0.32939807,0.475367644,0.525570631,0.687387499,0.562775258,0.371612238,0.49832848,0.320996714,0.396979144,0.997031342,0.996086647,0.99499553,0.998608264,0.093276131,0.109813112,0.087220297,0.9954
139,0.158809508,0.433109582,0.353734168,0.382498264,0.338304737,0.358179056,0.262907061,0.281371957,0.22638417,0.256887729,0.540441864,0.597097822,0.669093356,0.602211014,0.353734168,0.382498264,0.338304737,0.358179056,0.995846779,0.989776939,0.995591281,0.998614703,0.071399964,0.068913342,0.063501092,0.9954
140,0.158809224,0.421567908,0.389678509,0.519319746,0.456663594,0.455220616,0.318663294,0.481401166,0.365121209,0.388395223,0.501422173,0.563722543,0.609468091,0.558204269,0.389678509,0.519319746,0.456663594,0.455220616,0.99706134,0.995928992,0.997956611,0.998602287,0.176285449,0.154511992,0.218632398,0.9954
141,0.158809086,0.446740727,0.276241023,0.348824537,0.222959569,0.282675043,0.180000287,0.269125138,0.130670762,0.193265396,0.593645295,0.495589736,0.759062346,0.616099126,0.276241023,0.348824537,0.222959569,0.282675043,0.992587178,0.990977577,0.990262899,0.998608932,0.178577577,0.1821123,0.227791964,0.9954
142,0.158808459,0.467129351,0.210911206,0.308385124,0.147836087,0.222377472,0.127223715,0.238118435,0.08171698,0.14901971,0.616335182,0.437482391,0.774510666,0.609442746,0.210911206,0.308385124,0.147836087,0.222377472,0.988410416,0.990616451,0.98321822,0.998633726,0.151541307,0.149390119,0.153766253,0.9954
143,0.158807736,0.457125275,0.218914118,0.310235124,0.179700195,0.236283146,0.133573989,0.226901184,0.101914775,0.154129983,0.606238695,0.490311821,0.758996869,0.618515795,0.218914118,0.310235124,0.179700195,0.236283146,0.989221229,0.98880091,0.987103651,0.998621796,0.170007393,0.179799593,0.212164397,0.9954
144,0.158806528,0.436216339,0.34909027,0.407020377,0.28872986,0.348280169,0.265409388,0.319655715,0.181149693,0.255404932,0.509836553,0.560100733,0.710937382,0.593624889,0.34909027,0.407020377,0.28872986,0.348280169,0.996132093,0.99200857,0.993803526,0.998610604,0.190647663,0.144480144,0.226027171,0.9954
145,0.158806167,0.447689458,0.298191604,0.289848563,0.314545031,0.300861733,0.205146271,0.186698658,0.208794668,0.200213199,0.545694769,0.647697503,0.637350365,0.610247546,0.298191604,0.289848541,0.314545031,0.300861725,0.99420452,0.981085511,0.995343127,0.998628582,0.141280819,0.129598628,0.128020974,0.9954
146,0.158805681,0.429214543,0.361670236,0.458890847,0.334380129,0.384980404,0.268304385,0.415580654,0.220248193,0.301377744,0.55469603,0.512278514,0.694018255,0.5869976,0.361670236,0.458890847,0.334380129,0.384980404,0.995853576,0.995170663,0.995262368,0.998618306,0.19191433,0.152539852,0.175788799,0.9954
147,0.158805602,0.456538152,0.275306458,0.337546554,0.203000422,0.271951145,0.185491459,0.247084403,0.117502805,0.183359555,0.533746725,0.532507278,0.745289144,0.603847716,0.275306458,0.337546554,0.203000422,0.271951145,0.993575742,0.989122261,0.989207147,0.998630378,0.179524361,0.127860309,0.169508727,0.9954
148,0.158804697,0.445025574,0.294297285,0.345482555,0.250485898,0.296755246,0.195703501,0.260681087,0.15084086,0.202408482,0.593092133,0.512059149,0.738019382,0.614390221,0.294297285,0.345482555,0.250485898,0.296755246,0.99331878,0.990264584,0.991989046,0.998605593,0.167566332,0.142438145,0.160726362,0.9954
149,0.158803475,0.446739475,0.313834312,0.396952606,0.251189865,0.320658928,0.222445379,0.319804941,0.151709566,0.231319962,0.532678815,0.523155157,0.729627418,0.595153797,0.313834312,0.396952606,0.251189865,0.320658928,0.994896255,0.992540823,0.992133544,0.998638078,0.131270533,0.107840335,0.091286223,0.9954
150,0.158803097,0.468374748,0.204626275,0.295465059,0.107362834,0.202484723,0.122903132,0.229317781,0.057404017,0.136541643,0.610714356,0.415242893,0.82778891,0.617915386,0.204626275,0.295465059,0.10736283,0.202484722,0.988053553,0.990644825,0.973791071,0.998642833,0.208479049,0.190072563,0.275350164,0.9954
151,0.158802842,0.460183753,0.233643074,0.328330292,0.174510059,0.245494475,0.145149084,0.250962768,0.098519814,0.164877222,0.598588327,0.474659773,0.763117067,0.612121723,0.233643074,0.328330292,0.174510059,0.245494475,0.990336814,0.990502952,0.986536123,0.998649846,0.134240819,0.117781511,0.137109351,0.9954
152,0.158802183,0.459500013,0.229236534,0.313111418,0.162608066,0.234985339,0.141941907,0.234125861,0.090840045,0.155635938,0.595423438,0.472523762,0.774502178,0.614149793,0.229236534,0.313111418,0.162608066,0.234985339,0.990133843,0.989637995,0.985053759,0.998647103,0.142683999,0.137802812,0.210555495,0.9954
153,0.158801297,0.475190658,0.21004125,0.29989401,0.101286686,0.203740649,0.127372561,0.233142432,0.053963703,0.138159566,0.59846028,0.420203498,0.823074568,0.613912782,0.21004125,0.29989401,0.10128669,0.20374065,0.988761604,0.990734579,0.97217779,0.998668177,0.167004903,0.153152909,0.201473109,0.9954
154,0.158801255,0.431954071,0.366808122,0.445162762,0.306961435,0.37297744,0.288434435,0.38705584,0.195826394,0.29043889,0.503664272,0.523798185,0.709767284,0.57907658,0.366808122,0.445162762,0.306961435,0.37297744,0.996594154,0.994439378,0.99437994,0.998680332,0.174002073,0.14228738,0.198685097,0.9954
155,0.158800393,0.430622607,0.363982664,0.470191069,0.348883595,0.394352443,0.277214352,0.420759495,0.235742145,0.311238664,0.529815263,0.532783413,0.670849109,0.577815928,0.363982664,0.470191069,0.348883595,0.394352443,0.996213532,0.99508314,0.995806526,0.99864804,0.134650995,0.111263077,0.114087708,0.9954
156,0.158800474,0.427002376,0.354764023,0.440453937,0.403191588,0.399469849,0.262650355,0.361426682,0.296239297,0.306772111,0.546386221,0.563711504,0.631005769,0.580367831,0.354764023,0.440453937,0.403191588,0.399469849,0.99579553,0.993323335,0.997109573,0.99869207,0.123759599,0.107137883,0.102159934,0.9954
157,0.158799476,0.443562282,0.311973598,0.355318514,0.276221248,0.314504453,0.220074304,0.255067587,0.17209149,0.21574446,0.535653342,0.58540364,0.699442536,0.606833173,0.311973598,0.355318514,0.276221248,0.314504453,0.994796642,0.988538825,0.993511843,0.998695534,0.21267614,0.178112212,0.213479579,0.9954
158,0.158799083,0.454099727,0.258762952,0.344486033,0.178828274,0.260692419,0.167313366,0.268196687,0.101167779,0.17889261,0.570687364,0.48143032,0.769619294,0.607245659,0.258762952,0.344486033,0.178828274,0.260692419,0.992214881,0.991193841,0.986815649,0.99868023,0.101932029,0.085401521,0.088133889,0.9954
159,0.158797891,0.443047244,0.29874599,0.351027483,0.238613981,0.296129152,0.203222851,0.26009199,0.142071176,0.201795339,0.563715644,0.539733551,0.744594361,0.616014519,0.29874599,0.351027483,0.238613981,0.296129152,0.993941844,0.989706993,0.991330154,0.998651812,0.084602678,0.071777258,0.0735508,0.9954
160,0.158797723,0.432689386,0.357207248,0.446624195,0.360615665,0.388149036,0.295356415,0.3556676,0.252315443,0.301113153,0.451824112,0.600087466,0.631800586,0.561237388,0.357207248,0.446624195,0.360615665,0.388149036,0.997045333,0.992712269,0.996390052,0.99861996,0.180094452,0.147870252,0.171795262,0.9954